business_id,business_name,industry,region,years_in_business,employees,loan_amount,loan_purpose,loan_term,annual_revenue,monthly_expenses,cash_balance,existing_debt,monthly_debt_payments,credit_score,missed_payments,prior_defaults,collateral_type,collateral_value
334,Etosha Construction,Construction,Oshana,17,73,1083317,Payroll Support,48,6974294,167261,409069,112341,69515,542,8,1,Property,1490069
335,Windhoek Farming,Mining Services,Kavango West,12,246,679665,Working Capital,24,2333324,299908,1862210,863709,113377,476,7,1,Inventory,1290332
336,Gobabis Supplies,Food Services,Kavango West,12,29,949446,Expansion,60,13843217,723497,2836087,347265,76874,628,7,1,Equipment,985937
337,Kalahari Technologies,Construction,Kavango West,17,199,1646160,Equipment Purchase,48,5182923,259948,12825,1941337,93940,519,8,1,Savings,4978498
338,Namib Construction,Construction,Hardap,21,197,2373352,Construction,24,10663216,156782,1877876,3857188,50480,480,7,0,Savings,1362249
339,Swakop Trading,Transport,Otjozondjupa,8,223,1220953,Payroll Support,12,5039972,649326,1069082,3969810,64628,618,7,0,Inventory,3262861
340,Oshana Technologies,Construction,Karas,5,118,130028,Expansion,12,10542014,530527,2696894,1576841,95259,692,7,0,Inventory,3233864
341,Namib Construction,Logistics,Otjozondjupa,13,242,1550893,Expansion,12,3822033,483353,1025434,2944560,18462,495,3,0,Livestock,2225236
342,Windhoek Tours,Retail,Karas,3,226,273292,Vehicle Purchase,60,11858911,515434,1592907,1328324,39584,786,8,0,Vehicle,2859232
343,Windhoek Construction,Logistics,Karas,19,102,1756896,Expansion,60,4621286,313871,819493,2528311,37796,536,4,0,Vehicle,1327288
344,Etosha Trading,Logistics,Kavango East,6,52,2444036,Vehicle Purchase,12,14173916,24273,392859,3164897,29065,590,7,0,Equipment,4948538
345,Katima Farming,Manufacturing,Kavango East,5,58,705512,Payroll Support,12,3676996,786239,1518043,3012991,45353,705,3,0,Equipment,2865385
346,Kunene Manufacturing,Tourism,Karas,20,168,1002372,Vehicle Purchase,60,14394504,215894,2209591,2274558,82330,690,0,0,Livestock,3838701
347,Gobabis Supplies,Tourism,Kavango East,17,106,352426,Working Capital,48,458803,85411,1735234,3530496,85212,779,3,0,Inventory,3457361
348,Swakop Transport,Food Services,Karas,16,155,1180011,Working Capital,12,4952951,615927,375636,2435864,54169,557,7,0,Savings,2409396
349,Katima Technologies,Tourism,Hardap,14,219,626846,Expansion,36,13453767,143210,1858517,3455975,83585,497,0,0,Equipment,3022507
350,Okavango Farming,Transport,Erongo,2,128,1807436,Construction,12,11823643,167734,153217,480718,101109,686,2,1,Savings,4079914
351,Namib Supplies,Agriculture,Oshikoto,9,202,519404,Inventory,36,8232295,477614,2235045,1940874,11830,662,0,0,Livestock,3415310
352,Gobabis Fishing,Logistics,Oshana,10,184,169625,Inventory,12,9857356,370957,314973,1852551,42926,711,3,1,Livestock,2279347
353,Gobabis Supplies,Tourism,Oshikoto,1,245,1670794,Inventory,36,12855631,105236,2800900,3527459,116245,652,2,0,Property,1305755
354,Okavango Tours,Tourism,Oshikoto,22,167,585443,Payroll Support,60,9055106,239203,2718539,2024176,15131,519,1,0,Vehicle,4238179
355,Luderitz Retail,Logistics,Khomas,7,188,681656,Technology Upgrade,24,6518097,628601,2545465,3085036,89755,834,7,0,Savings,2591626
356,Etosha Fishing,Retail,Kavango West,23,232,1294175,Equipment Purchase,60,12028815,56565,1365831,3750889,97792,824,1,1,Vehicle,446484
357,Walvis Construction,Agriculture,Otjozondjupa,9,53,605031,Equipment Purchase,60,669586,197234,2241369,1917615,88486,465,4,0,Livestock,2764915
358,Windhoek Technologies,Tourism,Kavango West,15,197,1983628,Working Capital,24,7547441,628753,2643707,3082089,29441,531,4,0,Livestock,2933184
359,Oshana Farming,Retail,Oshikoto,7,38,1471700,Construction,48,9489030,425009,2796399,46576,54667,584,2,1,Livestock,2464780
360,Erongo Retail,Logistics,Karas,20,228,1833036,Equipment Purchase,60,9032855,402444,388885,897348,116222,576,1,1,Property,1873170
361,Walvis Fishing,Tourism,Kavango West,3,139,1701504,Technology Upgrade,36,11804882,688944,1676687,1395946,64062,548,5,0,Inventory,1302256
362,Namib Trading,Retail,Karas,23,42,970850,Inventory,48,2044082,148248,1231860,1347111,110611,610,4,0,Vehicle,218332
363,Okavango Technologies,Agriculture,Hardap,15,182,153933,Working Capital,36,3133645,81811,1675512,1230539,110668,483,8,1,Vehicle,3922066
364,Kunene Tours,Tourism,Erongo,25,120,212507,Working Capital,12,5702437,739489,2959390,846787,39673,818,2,0,Livestock,1476586
365,Swakop Fishing,Agriculture,Oshikoto,21,147,1085226,Inventory,48,6160740,473377,2698165,2000541,58189,837,0,0,Vehicle,3358208
366,Kunene Trading,Retail,Khomas,23,106,657639,Equipment Purchase,24,621419,216258,1812871,3510152,10887,732,4,0,Inventory,2821987
367,Caprivi Manufacturing,Tourism,Oshikoto,25,129,1333261,Working Capital,60,2339883,608626,2281258,3505753,104785,810,8,1,Savings,1447359
368,Namib Construction,Logistics,Erongo,2,40,186158,Expansion,24,5122221,708897,1610053,1652358,46394,793,6,0,Inventory,3382464
369,Kunene Trading,Manufacturing,Karas,1,96,1928632,Vehicle Purchase,24,9276788,538348,319796,3526580,93885,630,4,0,Savings,2292135
370,Katima Retail,Construction,Kavango West,21,192,1064671,Inventory,48,714961,323791,2128311,3360663,70798,593,1,0,Inventory,4988347
371,Namib Supplies,Logistics,Oshana,9,182,2233339,Equipment Purchase,48,5593484,666289,159049,2351975,93017,663,5,0,Inventory,4151811
372,Swakop Supplies,Manufacturing,Oshikoto,2,250,1782494,Vehicle Purchase,36,14553350,501395,1136643,1223840,34782,526,2,0,Savings,438792
373,Otji Fishing,Manufacturing,Khomas,14,37,1258237,Payroll Support,24,8070636,217989,1704546,363549,28729,744,0,0,Inventory,2218346
374,Windhoek Technologies,Agriculture,Karas,5,42,2172874,Working Capital,36,8495078,486424,493655,3096539,9251,615,1,0,Property,1529311
375,Otji Supplies,Food Services,Oshana,2,61,656801,Working Capital,12,10512749,331886,1617610,1684853,119559,529,0,1,Property,2275642
376,Oshana Technologies,Construction,Kavango East,19,53,501996,Equipment Purchase,36,14138695,662600,1370865,3361150,15823,842,8,1,Equipment,320913
377,Etosha Construction,Tourism,Erongo,6,27,116090,Inventory,36,5438536,205247,2423461,2335537,100540,493,0,0,Vehicle,1571154
378,Katima Tours,Technology,Otjozondjupa,19,85,1882248,Payroll Support,36,5677608,120269,2097424,1193962,119622,505,1,1,Equipment,1870135
379,Windhoek Logistics,Logistics,Khomas,22,75,1961279,Construction,24,2227245,568998,1579869,1402951,115226,633,8,0,Vehicle,2005634
380,Walvis Tours,Tourism,Erongo,25,98,2019797,Vehicle Purchase,48,12589738,419660,465214,1933215,71136,803,0,0,Livestock,911659
381,Caprivi Manufacturing,Technology,Erongo,14,119,1329829,Payroll Support,12,6827668,456072,2816277,3203727,48489,467,5,0,Inventory,3085188
382,Luderitz Transport,Logistics,Kavango East,12,43,2185479,Technology Upgrade,36,11083531,38636,1791254,2550625,52937,805,0,0,Property,1196967
383,Swakop Retail,Manufacturing,Erongo,18,77,259343,Vehicle Purchase,24,740429,783277,2274425,3375007,48675,510,0,1,Inventory,3804031
384,Caprivi Construction,Retail,Khomas,14,201,1827192,Inventory,48,9540512,553075,707870,1820043,75731,850,3,0,Savings,4731204
385,Gobabis Technologies,Agriculture,Erongo,8,171,1568897,Working Capital,36,1557049,515167,32742,3579983,14325,767,3,0,Equipment,673446
386,Etosha Tours,Transport,Kavango West,17,118,324031,Working Capital,24,13296235,524137,2065289,982805,115889,455,3,0,Vehicle,928439
387,Luderitz Manufacturing,Agriculture,Kavango East,2,144,1804124,Construction,24,8969079,59016,1944806,2506194,61160,610,7,0,Inventory,3254287
388,Namib Farming,Tourism,Khomas,25,163,1449514,Payroll Support,12,4898793,360939,2738701,1710381,68883,849,4,0,Property,2455494
389,Erongo Trading,Technology,Hardap,18,75,2015111,Expansion,12,12315367,88625,2679012,1349221,42254,450,5,0,Property,2831597
390,Windhoek Construction,Mining Services,Erongo,21,20,1784706,Expansion,36,11110104,366420,237211,930405,31221,560,8,0,Property,2530526
391,Caprivi Retail,Food Services,Hardap,2,143,1855914,Inventory,36,2633013,39318,2032447,1236093,25225,740,0,0,Savings,4202145
392,Gobabis Manufacturing,Food Services,Erongo,7,96,1208504,Construction,12,9100318,157973,1727185,2006732,109095,761,2,0,Vehicle,2307691
393,Oshana Logistics,Technology,Oshikoto,20,143,835540,Technology Upgrade,12,8804356,610925,836617,1042192,11582,490,6,1,Inventory,1139421
394,Caprivi Construction,Agriculture,Erongo,9,170,1163982,Technology Upgrade,12,4489987,711392,1993501,1598191,74608,849,1,1,Livestock,1882140
395,Okavango Fishing,Technology,Otjozondjupa,8,183,756633,Construction,36,13376768,658918,2341220,801943,16801,711,6,0,Property,4683629
396,Namib Transport,Construction,Hardap,5,115,2433406,Inventory,36,9323558,583141,2005772,3577940,85333,656,5,0,Property,1966441
397,Swakop Supplies,Tourism,Khomas,7,189,1276358,Vehicle Purchase,36,1398234,614927,1019758,263403,79786,501,8,0,Property,4468497
398,Windhoek Farming,Tourism,Oshikoto,17,40,2230852,Working Capital,48,2864151,502640,2677705,11399,70928,708,4,0,Livestock,2249702
399,Oshana Logistics,Technology,Oshana,25,18,1491234,Inventory,36,13237911,198215,2762318,574286,13859,731,6,0,Livestock,3095360
400,Kalahari Fishing,Construction,Oshana,2,212,1174320,Payroll Support,12,14140483,505587,571260,3087244,56322,682,8,0,Livestock,1122395
401,Okavango Manufacturing,Technology,Kavango West,18,232,66423,Construction,48,11050209,533260,2741190,1791157,114240,664,8,0,Vehicle,949082
402,Etosha Farming,Tourism,Oshana,12,165,1032208,Equipment Purchase,60,14783108,550148,67369,2212851,68013,633,5,0,Inventory,110211
403,Otji Logistics,Agriculture,Kavango West,7,218,621719,Technology Upgrade,60,592639,306587,1161374,1004549,7826,757,2,1,Inventory,4362333
404,Katima Technologies,Manufacturing,Hardap,16,61,211012,Payroll Support,36,8594140,442450,927884,1356556,47097,558,1,0,Property,1860639
405,Caprivi Farming,Transport,Kavango West,2,41,2485294,Equipment Purchase,36,8868013,647084,1635684,2054512,104379,828,4,0,Vehicle,140288
406,Otji Manufacturing,Retail,Karas,23,105,674988,Working Capital,24,3703291,235734,1502598,1985891,97375,731,6,0,Property,776457
407,Gobabis Tours,Construction,Erongo,15,18,719798,Payroll Support,12,11194069,789835,961157,2326990,18928,838,6,0,Savings,852230
408,Windhoek Construction,Tourism,Oshikoto,8,152,1127792,Working Capital,60,9483561,436968,2433787,1848921,60655,567,7,0,Inventory,64033
409,Etosha Supplies,Transport,Hardap,3,151,506438,Vehicle Purchase,24,10756408,272729,1785762,1140096,62991,835,6,1,Equipment,796719
410,Walvis Trading,Technology,Oshana,24,167,2150484,Payroll Support,12,1304444,568735,1458682,1836059,63512,514,3,0,Livestock,2208145
411,Gobabis Supplies,Logistics,Khomas,10,14,602890,Payroll Support,48,2282921,595902,507554,1708350,71299,629,7,0,Savings,4558657
412,Okavango Manufacturing,Food Services,Oshikoto,3,186,490249,Vehicle Purchase,12,2843109,90378,1749997,1958591,60405,625,2,0,Equipment,4826876
413,Namib Manufacturing,Logistics,Oshana,19,52,1945424,Payroll Support,36,3007998,112283,1613825,1339083,60301,573,7,0,Equipment,3248874
414,Windhoek Tours,Retail,Otjozondjupa,10,34,671878,Working Capital,24,12486059,713526,148912,1055007,87962,754,4,0,Vehicle,352867
415,Namib Technologies,Technology,Erongo,2,218,397722,Working Capital,60,1899998,471247,2756008,3023494,94513,816,1,0,Vehicle,234886
416,Windhoek Logistics,Mining Services,Khomas,23,71,2456265,Expansion,60,7539131,577154,2061112,2067433,80681,489,4,0,Vehicle,348842
417,Otji Food Services,Logistics,Erongo,12,184,1254714,Payroll Support,36,6621211,573883,598431,2486268,1208,721,6,0,Equipment,650555
418,Erongo Supplies,Tourism,Oshikoto,12,106,1840997,Construction,48,5757106,357604,1784445,510857,93107,486,2,1,Livestock,1132325
419,Luderitz Retail,Construction,Oshana,23,50,1058228,Payroll Support,60,9881691,36140,2488883,3107678,117937,583,7,1,Savings,811486
420,Katima Technologies,Transport,Otjozondjupa,21,56,2037585,Expansion,36,13606020,169967,696333,1551705,46257,832,8,0,Savings,4672349
421,Luderitz Transport,Tourism,Oshana,6,94,1231103,Working Capital,24,7722527,452750,1158957,2139129,30467,830,3,0,Inventory,3199804
422,Oshana Farming,Manufacturing,Otjozondjupa,19,241,897307,Payroll Support,48,1135436,484427,1067261,3276877,23513,667,6,0,Vehicle,1960373
423,Kalahari Transport,Tourism,Oshana,12,175,176695,Vehicle Purchase,24,12807803,622251,1804196,2112174,56947,551,7,0,Livestock,1369950
424,Walvis Retail,Agriculture,Khomas,18,4,1092370,Expansion,60,9004915,520405,2587216,3285795,32497,700,0,0,Livestock,3051004
425,Kalahari Trading,Retail,Kavango West,18,105,2471940,Construction,24,8332307,265259,2689396,1158229,70833,502,2,0,Livestock,4236364
426,Katima Fishing,Transport,Kavango West,2,100,1301489,Working Capital,48,8193302,645282,465080,1527229,102016,636,5,0,Property,3587478
427,Luderitz Construction,Food Services,Hardap,23,68,1980119,Vehicle Purchase,24,7138880,82285,743514,168756,90656,623,0,0,Livestock,3559295
428,Kalahari Food Services,Technology,Kavango East,17,63,2327806,Working Capital,36,8667434,495969,2971026,2236037,55107,830,3,0,Savings,1945007
429,Oshana Technologies,Technology,Khomas,14,208,1944630,Technology Upgrade,48,6125760,354563,1793642,147444,18748,775,1,0,Savings,1880559
430,Otji Logistics,Logistics,Oshana,6,35,1114939,Construction,12,6889864,219442,2601331,2201479,8377,519,0,0,Equipment,3868340
431,Etosha Transport,Retail,Hardap,3,7,1001512,Construction,36,8077700,212913,1221046,1606635,48767,559,5,0,Savings,4505484
432,Walvis Fishing,Technology,Oshana,13,215,217630,Expansion,12,10797023,577936,1975941,2300710,107648,737,4,1,Vehicle,1570747
433,Caprivi Food Services,Construction,Kavango East,14,26,1125049,Payroll Support,12,14727552,42762,2869644,2366705,99459,728,8,0,Livestock,2696260
434,Walvis Fishing,Manufacturing,Kavango East,12,69,2240917,Technology Upgrade,60,898760,653046,2275615,3489683,99774,740,7,0,Livestock,2138792
435,Erongo Fishing,Manufacturing,Karas,8,220,1997590,Construction,36,8091728,590307,247066,2449803,33624,481,5,0,Property,2733509
436,Kalahari Logistics,Logistics,Karas,12,239,133399,Working Capital,36,4297233,415763,2132267,1388163,70416,707,4,1,Livestock,4099732
437,Erongo Manufacturing,Transport,Karas,11,197,2407941,Working Capital,48,9626632,557356,1450533,3102452,74747,669,7,0,Savings,1015709
438,Erongo Construction,Logistics,Otjozondjupa,6,66,1688173,Technology Upgrade,36,11044273,591760,2722660,412639,37454,477,5,0,Vehicle,4041330
439,Walvis Tours,Logistics,Kavango East,24,233,566798,Vehicle Purchase,36,3022747,117993,2567960,3812507,18878,713,8,0,Inventory,3439187
440,Katima Technologies,Food Services,Khomas,21,173,1769161,Working Capital,48,2621458,206078,1968808,189874,25241,450,5,0,Equipment,867077
441,Walvis Manufacturing,Transport,Oshana,16,120,1336403,Payroll Support,60,6371831,163381,1224963,2881978,45583,669,2,0,Inventory,1589827
442,Katima Construction,Construction,Kavango East,22,213,302837,Expansion,48,4062011,426754,878641,3460764,78717,545,2,0,Inventory,4535265
443,Kunene Logistics,Manufacturing,Khomas,22,95,2056781,Expansion,60,12228039,183458,2953073,3917743,63705,825,3,0,Vehicle,4343216
444,Erongo Tours,Technology,Karas,7,214,1124740,Payroll Support,60,10563818,50286,2776426,138000,47779,748,0,0,Equipment,4431723
445,Namib Logistics,Manufacturing,Kavango West,25,14,1511035,Expansion,48,4814377,589840,2591242,414940,25792,692,6,0,Savings,3569398
446,Etosha Farming,Mining Services,Hardap,19,81,65937,Expansion,48,1176710,437938,602049,1791121,107726,818,4,0,Equipment,678278
447,Walvis Fishing,Food Services,Oshana,20,219,2303967,Working Capital,36,3904389,36946,2888550,3184802,13608,687,0,0,Equipment,2768291
448,Luderitz Tours,Mining Services,Oshikoto,9,225,1857762,Equipment Purchase,24,9371050,506403,2304165,1867481,91740,585,8,0,Property,227299
449,Windhoek Retail,Retail,Kavango West,9,30,1970653,Technology Upgrade,60,12359854,515714,2383310,698771,1829,467,7,1,Property,1823047
450,Swakop Supplies,Transport,Oshana,4,49,2315260,Inventory,24,7028812,402894,1011690,1076601,96116,696,0,0,Vehicle,1253775
451,Kalahari Technologies,Agriculture,Khomas,12,14,2139932,Construction,48,925223,506156,480427,806145,105033,587,7,0,Vehicle,2223411
452,Katima Tours,Agriculture,Khomas,10,107,1085557,Working Capital,48,10984089,286575,1786822,206477,42261,678,8,0,Vehicle,4379033
453,Oshana Farming,Transport,Khomas,18,185,1498258,Equipment Purchase,12,5846544,648714,348214,173038,91098,562,2,1,Livestock,4756745
454,Walvis Trading,Logistics,Oshikoto,16,81,55556,Construction,36,3614646,147294,2038100,2877154,72460,470,4,0,Property,2672300
455,Swakop Construction,Agriculture,Erongo,3,36,2252816,Vehicle Purchase,48,12374528,583183,2572100,3944878,69371,522,2,1,Inventory,872571
456,Erongo Manufacturing,Logistics,Khomas,14,90,1114120,Construction,24,10145091,748503,2579266,998061,102144,545,0,0,Vehicle,977538
457,Okavango Logistics,Tourism,Hardap,20,196,778406,Inventory,24,6008013,336845,528796,2029694,53558,482,2,1,Equipment,837482
458,Kunene Construction,Construction,Erongo,25,89,1955769,Working Capital,12,8677316,370379,1379706,2416700,117602,779,1,0,Equipment,3829253
459,Erongo Supplies,Tourism,Erongo,14,188,652623,Inventory,12,1130411,597685,2314172,3634515,48665,649,3,1,Equipment,4053488
460,Otji Technologies,Agriculture,Hardap,9,147,2142811,Payroll Support,36,2770991,544296,2730721,3607206,25254,457,7,0,Property,3662130
461,Caprivi Retail,Construction,Kavango East,10,159,782802,Payroll Support,60,13173268,50076,1790788,750199,117844,850,4,0,Inventory,1441846
462,Okavango Technologies,Retail,Oshikoto,18,17,890760,Construction,36,12961215,464072,2087794,2643327,92052,583,7,1,Inventory,4751645
463,Namib Construction,Logistics,Otjozondjupa,24,39,1263969,Equipment Purchase,48,9493612,118215,1604486,580057,45324,760,2,0,Vehicle,759107
464,Otji Construction,Logistics,Kavango East,16,159,1710980,Equipment Purchase,60,743815,419325,2949941,536750,1476,736,5,1,Inventory,2565987
465,Etosha Retail,Tourism,Kavango East,18,78,842477,Working Capital,48,3513915,46538,915379,3702155,5540,799,2,1,Livestock,1102315
466,Erongo Logistics,Manufacturing,Karas,8,244,124648,Equipment Purchase,60,14196764,716265,1735539,3923038,99704,742,2,0,Inventory,1917280
467,Oshana Logistics,Mining Services,Otjozondjupa,3,21,1732320,Working Capital,60,8632586,514469,2845378,1415122,48385,522,8,0,Property,4918143
468,Windhoek Construction,Logistics,Hardap,12,135,1658071,Payroll Support,24,5533341,375988,2373867,3391755,51448,697,8,0,Property,1696627
469,Windhoek Fishing,Technology,Oshikoto,11,157,1504225,Inventory,12,7338361,47487,1989645,3136882,79371,789,4,0,Equipment,4735697
470,Gobabis Manufacturing,Manufacturing,Karas,21,34,2328177,Payroll Support,60,13019802,468374,975129,3136203,59439,451,8,0,Equipment,4064172
471,Okavango Construction,Construction,Karas,3,221,581099,Technology Upgrade,48,9411694,691319,2349203,9224,54738,562,6,1,Property,4384665
472,Namib Trading,Tourism,Erongo,8,130,1024192,Expansion,12,14809747,370556,1687616,3882657,35263,507,6,1,Livestock,3958409
473,Namib Transport,Manufacturing,Hardap,3,145,2489129,Equipment Purchase,12,13093118,69583,720237,2676064,107551,666,4,0,Savings,3319114
474,Caprivi Logistics,Tourism,Erongo,20,238,2199555,Payroll Support,60,12465463,516338,742470,2145594,55014,459,5,0,Property,2165855
475,Namib Tours,Agriculture,Khomas,14,117,2031225,Working Capital,12,5109316,790528,2585994,315841,46035,499,3,1,Property,1644940
476,Otji Tours,Logistics,Erongo,23,31,1006863,Working Capital,48,10122219,735765,2872369,2450057,53995,484,4,1,Equipment,3295651
477,Katima Farming,Technology,Otjozondjupa,4,66,1182762,Equipment Purchase,60,1324664,581737,2633051,1716790,79574,576,2,0,Livestock,1416557
478,Windhoek Fishing,Agriculture,Otjozondjupa,1,80,570425,Payroll Support,60,2575215,524246,220951,3440284,86293,565,1,0,Property,3230198
479,Windhoek Supplies,Retail,Erongo,12,107,1384658,Working Capital,24,4529310,70823,2209833,2736275,44433,774,3,0,Savings,638119
480,Kunene Retail,Technology,Otjozondjupa,19,21,1378237,Construction,36,12578797,453926,2364873,1499168,39790,733,7,0,Livestock,4516724
481,Kalahari Transport,Manufacturing,Oshana,6,79,2112266,Inventory,12,6567774,556327,1368918,2524281,105669,473,2,1,Inventory,2876480
482,Kunene Logistics,Retail,Erongo,8,246,746693,Construction,36,2496178,284662,2086661,654198,69082,626,5,0,Livestock,1118724
483,Gobabis Logistics,Manufacturing,Erongo,6,23,128784,Technology Upgrade,48,14037332,166812,527237,2266194,41114,651,7,0,Property,2432245
484,Kalahari Construction,Agriculture,Kavango East,14,7,470469,Working Capital,60,7345867,525943,1484808,3333275,95552,530,4,0,Livestock,2740360
485,Namib Tours,Manufacturing,Kavango West,21,17,1606007,Construction,36,10195972,459265,168104,3899442,12572,519,0,0,Equipment,2388484
486,Otji Tours,Manufacturing,Oshikoto,19,177,705063,Vehicle Purchase,60,2731974,682407,457118,1899598,9241,688,5,0,Equipment,1610869
487,Etosha Retail,Manufacturing,Erongo,11,2,1301667,Construction,48,832785,517456,1886315,2999251,92517,678,4,0,Inventory,3100263
488,Walvis Construction,Mining Services,Otjozondjupa,17,102,1387071,Vehicle Purchase,36,5744086,434150,341699,2631908,33047,822,4,0,Savings,223477
489,Windhoek Logistics,Agriculture,Khomas,15,151,1476457,Payroll Support,12,7857848,462908,2590111,441775,8713,468,0,1,Savings,1888584
490,Walvis Logistics,Tourism,Oshikoto,21,41,585727,Working Capital,12,7233324,784073,2382138,183881,47608,581,7,1,Savings,4998716
491,Namib Transport,Transport,Erongo,5,36,1275858,Vehicle Purchase,12,9344728,173430,348439,2874394,72603,471,8,0,Property,681578
492,Otji Tours,Food Services,Oshana,3,139,1433375,Equipment Purchase,48,2525014,764736,1687283,3019454,14055,779,7,0,Equipment,3649056
493,Kunene Retail,Manufacturing,Kavango East,19,52,2117331,Construction,36,12089468,33868,1033373,3721126,23242,526,3,1,Vehicle,2519456
494,Oshana Farming,Food Services,Khomas,15,135,1478218,Equipment Purchase,36,11199600,333053,2466801,3465137,87713,476,4,0,Savings,2893806
495,Kunene Trading,Tourism,Khomas,2,207,1169275,Expansion,60,3576104,596398,1678748,3193048,22317,619,2,1,Inventory,3017310
496,Katima Trading,Tourism,Kavango East,11,5,317920,Working Capital,36,9336375,405745,973833,1160006,29405,491,3,0,Vehicle,485205
497,Gobabis Food Services,Technology,Kavango West,18,61,554415,Equipment Purchase,24,9214194,382267,67389,1539578,103950,478,1,0,Property,484838
498,Luderitz Food Services,Construction,Karas,21,178,142487,Working Capital,48,5731912,269571,1787323,2628947,9142,839,6,0,Livestock,705331
499,Erongo Manufacturing,Manufacturing,Erongo,16,120,283740,Working Capital,48,3189163,105648,979064,3006521,89531,626,0,1,Property,3500464
500,Caprivi Logistics,Construction,Karas,7,98,1177006,Expansion,36,8706816,140620,1035570,2878144,71415,807,6,0,Property,4217000
501,Gobabis Fishing,Tourism,Erongo,6,130,1328947,Vehicle Purchase,60,8759494,535529,208609,2621098,107559,762,2,0,Equipment,1010046
502,Okavango Transport,Tourism,Oshana,6,38,226369,Inventory,12,9374439,475131,2257324,473214,16533,481,7,1,Livestock,470651
503,Swakop Manufacturing,Construction,Oshana,25,35,120635,Vehicle Purchase,48,12732315,22492,109552,3776557,56315,795,4,0,Property,4188802
504,Katima Trading,Agriculture,Oshana,23,168,741513,Technology Upgrade,12,13883599,366545,1129078,3980215,65867,525,3,1,Property,2063556
505,Etosha Fishing,Construction,Kavango East,5,4,1355940,Payroll Support,24,10292526,45189,1363548,3534760,68190,800,0,0,Livestock,138769
506,Walvis Logistics,Technology,Oshikoto,15,8,1278688,Construction,60,13656642,290089,2489354,3417281,57106,782,5,1,Equipment,412714
507,Luderitz Transport,Construction,Karas,19,245,64508,Expansion,24,12241495,160993,1578237,2065637,92550,625,2,1,Equipment,4651959
508,Erongo Manufacturing,Manufacturing,Oshana,18,6,1259530,Expansion,48,10870334,772429,42033,1065611,100414,720,5,0,Property,4155796
509,Okavango Tours,Logistics,Khomas,12,34,196022,Payroll Support,36,8723856,157001,763241,3501608,77709,503,8,0,Property,2917824
510,Walvis Construction,Retail,Oshikoto,23,65,1337903,Vehicle Purchase,60,8749759,655765,1705747,3901001,21839,640,4,1,Livestock,3596240
511,Caprivi Trading,Technology,Hardap,23,203,2472384,Inventory,48,2563744,306052,830491,2024694,65591,641,8,0,Savings,1927929
512,Swakop Trading,Tourism,Kavango West,2,54,1931410,Payroll Support,12,2717827,78812,911569,3326415,14367,494,4,0,Vehicle,4061058
513,Otji Technologies,Food Services,Oshikoto,19,34,1590855,Vehicle Purchase,12,12022915,124938,2174413,2326023,9989,496,1,1,Savings,1459518
514,Windhoek Tours,Technology,Kavango West,5,94,385673,Equipment Purchase,24,10066627,330971,26811,3436656,76002,524,4,1,Equipment,3486905
515,Swakop Construction,Logistics,Oshana,11,203,2324023,Working Capital,12,6023868,237921,511559,3569836,115382,588,5,0,Inventory,3429351
516,Caprivi Transport,Retail,Otjozondjupa,25,86,2196509,Payroll Support,24,11207458,547067,2389934,1054617,66382,505,1,0,Savings,3634884
517,Luderitz Transport,Logistics,Hardap,11,107,669601,Inventory,24,14343029,740935,2356481,1515626,104840,539,6,0,Equipment,3859476
518,Katima Construction,Technology,Karas,1,37,2194099,Equipment Purchase,36,5142284,506158,2704666,2802880,96563,572,4,0,Savings,617746
519,Walvis Food Services,Logistics,Karas,8,83,559518,Equipment Purchase,12,3887070,288626,2734809,1429295,69344,798,1,0,Equipment,282589
520,Okavango Transport,Technology,Kavango East,17,28,2279573,Construction,36,8338692,126526,1747647,2338127,24708,652,4,1,Vehicle,3518569
521,Katima Retail,Logistics,Erongo,2,52,967060,Construction,36,4434381,532215,2281237,3851566,14865,565,8,1,Vehicle,2577465
522,Walvis Supplies,Transport,Erongo,5,193,165810,Equipment Purchase,12,8654700,166662,1198499,68664,28932,735,6,0,Savings,2658728
523,Oshana Retail,Construction,Khomas,2,174,2407075,Payroll Support,24,13235457,500777,2491711,95713,21927,463,5,1,Equipment,3807743
524,Kunene Logistics,Transport,Kavango East,9,24,1271017,Construction,36,558417,439686,485670,495262,72495,644,2,0,Savings,2076518
525,Okavango Technologies,Mining Services,Kavango West,1,122,1094841,Payroll Support,24,8877233,475992,1815983,2836869,80300,540,4,0,Equipment,4500697
526,Gobabis Logistics,Manufacturing,Kavango East,20,152,1133682,Equipment Purchase,48,5924780,458829,1184417,135124,110474,480,5,0,Property,2335097
527,Namib Retail,Mining Services,Khomas,12,64,792896,Expansion,24,3735964,775594,319315,989620,14306,511,4,0,Equipment,2040284
528,Walvis Fishing,Construction,Hardap,17,16,1798833,Working Capital,60,7616872,275215,1640843,1567551,68886,670,3,0,Equipment,1107695
529,Caprivi Construction,Transport,Oshikoto,14,16,842673,Expansion,12,9106240,521234,1024289,2377128,24222,461,2,0,Vehicle,1670944
530,Walvis Retail,Transport,Oshikoto,9,5,1229716,Vehicle Purchase,48,10572140,562790,895032,3772904,82379,614,6,0,Livestock,1829447
531,Kalahari Food Services,Agriculture,Hardap,25,166,1493625,Technology Upgrade,48,8152168,422926,2720875,2791148,18364,682,5,0,Property,1360251
532,Swakop Farming,Mining Services,Khomas,3,224,957681,Vehicle Purchase,48,410651,749931,2410658,198177,118842,704,8,0,Equipment,1618871
